"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","InspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","Inspectorate (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","MSOA (code)","LSOA (code)"
136407,"850","Hampshire","3673","Pilgrims' Cross CofE Aided Primary School","Voluntary aided school","LA maintained schools","Open","New Provision","01-09-2013","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","None","Does not apply","","Not applicable",315,"No Special Classes","18-01-2018","320","144","176","9.4","Not applicable","","Not applicable","","Not under a federation","",10072305,"","Not applicable","26-03-2015","Picket Twenty Way","","","Andover","Hampshire","SP11 6TY","www.pilgrimscross.co.uk","01264365434","Mr","Jon","LeFevre","Headteacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","St Mary's","North West Hampshire","Urban city and town","E10000014",439209,145317,"","Test Valley 003","Test Valley 003B","","","","","Good","South-East England and South London","","10091842254","","E02004816","E01023201"
136447,"850","Hampshire","5201","The Priory Primary School","Academy converter","Academies","Open","Academy Converter","01-02-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","None","Does not apply","Not applicable","Not applicable",168,"No Special Classes","18-01-2018","174","89","85","0","Supported by a single-academy trust","THE PRIORY PRIMARY ACADEMY TRUST","-","","Not applicable","",10032953,"","Not applicable","","Pamber End","","","Tadley","Hampshire","RG26 5QD","www.theprioryprimaryschool.org.uk","01256850062","Mrs","Suzanne","Kelly","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Sherborne St John","North East Hampshire","Rural village","E10000014",460699,158031,"","Basingstoke and Deane 005","Basingstoke and Deane 005E","","","","","","South-East England and South London","","10002462937","","E02004679","E01022547"
136640,"850","Hampshire","4015","The Mountbatten School","Academy converter","Academies","Open","Academy Converter","01-04-2011","","","Secondary",11,16,"No boarders","Not applicable","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Non-selective",1422,"No Special Classes","18-01-2018","1409","724","685","4.2","Supported by a single-academy trust","THE MOUNTBATTEN SCHOOL","-","","Not applicable","",10033358,"","Not applicable","25-09-2018","Whitenap Lane","","","Romsey","Hampshire","SO51 5SY","http://www.mountbatten.hants.sch.uk","01794502502","Mrs","Heather","McIlroy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Romsey Extra","Romsey and Southampton North","Urban city and town","E10000014",437372,120571,"","Test Valley 013","Test Valley 013D","","","","","Good","South-East England and South London","","100062536747","","E02004826","E01023199"
136641,"852","Southampton","3202","Freemantle Church of England Community Academy","Academy converter","Academies","Open","Academy Converter","01-04-2011","","","Primary",2,11,"No boarders","Has Nursery Classes","Not applicable","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",485,"No Special Classes","18-01-2018","405","208","197","14","Supported by a single-academy trust","FREEMANTLE CHURCH OF ENGLAND COMMUNITY ACADEMY","-","","Not applicable","",10033359,"","Not applicable","17-10-2018","Mansion Road","Freemantle","","Southampton","Hampshire","SO15 3BQ","http://www.freemantleacademy.com","02380227925","Mr","Kevin","Barnett","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Freemantle","Southampton, Test","Urban city and town","E06000045",440423,112643,"","Southampton 021","Southampton 021D","","","","","Good","South-East England and South London","","100062505674","","E02003569","E01017195"
136643,"850","Hampshire","5407","Bohunt School","Academy converter","Academies","Open","Academy Converter","01-04-2011","","","Secondary",11,16,"No boarders","Not applicable","Does not have a sixth form","Mixed","None","Does not apply","Not applicable","Non-selective",1305,"No Special Classes","18-01-2018","1809","913","896","3.3","Supported by a multi-academy trust","BOHUNT EDUCATION TRUST","-","","Not applicable","",10033361,"","Not applicable","25-04-2013","Longmoor Road","","","Liphook","Hampshire","GU30 7NY","http://www.bohunt.hants.sch.uk/","01428724324","Mr","Neil","Strowger","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Bramshott and Liphook","East Hampshire","Rural town and fringe","E10000014",483675,131731,"","East Hampshire 009","East Hampshire 009E","","","","","Outstanding","South-East England and South London","","100062342641","","E02004705","E01022587"
136652,"850","Hampshire","5402","The Arnewood School","Academy converter","Academies","Open","Academy Converter","01-04-2011","","","Secondary",11,18,"No boarders","Not applicable","Has a sixth form","Mixed","None","Does not apply","Not applicable","Non-selective",1200,"No Special Classes","18-01-2018","1084","531","553","11.5","Supported by a multi-academy trust","THE GRYPHON TRUST","Linked to a sponsor","The Gryphon Trust","Not applicable","",10033369,"","Not applicable","18-10-2018","Gore Road","","","New Milton","Hampshire","BH25 6RS","http://www.arnewood.hants.sch.uk","01425625400","Mr","Nigel","Pressnell","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Milton","New Forest West","Urban city and town","E10000014",423816,94609,"","New Forest 020","New Forest 020D","","","","","Good","South-East England and South London","","200001063792","","E02004798","E01023055"
136654,"850","Hampshire","4127","Wildern School","Academy converter","Academies","Open","Academy Converter","01-04-2011","","","Secondary",11,16,"No boarders","Not applicable","Does not have a sixth form","Mixed","None","Does not apply","Not applicable","Non-selective",1900,"No Special Classes","18-01-2018","1904","969","935","4.8","Supported by a single-academy trust","WILDERN ACADEMY TRUST","Linked to a sponsor","Wildern School","Not applicable","",10033371,"","Not applicable","22-11-2012","Wildern Lane","Hedge End","","Southampton","Hampshire","SO30 4EJ","http://www.wildern.hants.sch.uk/","01489783473","Miss","Marie-Louise","Litton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Hedge End Wildern","Eastleigh","Urban city and town","E10000014",449205,113493,"","Eastleigh 011","Eastleigh 011C","","","","","Outstanding","South-East England and South London","","100062523784","","E02004722","E01022700"
136657,"850","Hampshire","5403","Ringwood School Academy","Academy converter","Academies","Open","Academy Converter","01-04-2011","","","Secondary",11,18,"No boarders","Not applicable","Has a sixth form","Mixed","None","Does not apply","Not applicable","Non-selective",1573,"No Special Classes","18-01-2018","1556","798","758","5.4","Supported by a multi-academy trust","RINGWOOD SCHOOL","-","","Not applicable","",10033374,"","Not applicable","28-03-2017","Parsonage Barn Lane","","","Ringwood","Hampshire","BH24 1SE","http://www.ringwood.hants.sch.uk/","01425475000","Mrs","Leanne","Symonds","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Ringwood South","New Forest West","Urban city and town","E10000014",415321,105386,"","New Forest 012","New Forest 012B","","","","","Good","South-East England and South London","","100062213847","","E02004790","E01023068"
136715,"850","Hampshire","4175","Thornden School","Academy converter","Academies","Open","Academy Converter","01-05-2011","","","Secondary",11,16,"No boarders","Not applicable","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Non-selective",1400,"No Special Classes","18-01-2018","1469","757","712","1.9","Supported by a single-academy trust","THORNDEN SCHOOL","-","","Not applicable","",10033571,"","Not applicable","","Winchester Road","Chandler's Ford","","Eastleigh","Hampshire","SO53 2DW","http://www.thornden.hants.sch.uk/","02380269722","Miss","Su","Whelan","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Hiltingbury East","Winchester","Urban city and town","E10000014",444792,121861,"","Eastleigh 001","Eastleigh 001B","","","","","","South-East England and South London","","10009591744","","E02004712","E01022706"
136719,"850","Hampshire","5401","The Burgate School and Sixth Form","Academy converter","Academies","Open","Academy Converter","01-05-2011","","","Secondary",11,18,"No boarders","Not applicable","Has a sixth form","Mixed","None","Does not apply","Not applicable","Non-selective",1051,"No Special Classes","18-01-2018","980","566","414","4.4","Supported by a single-academy trust","THE BURGATE SCHOOL AND SIXTH FORM","-","","Not applicable","",10033574,"","Not applicable","01-02-2017","Salisbury Road","","","Fordingbridge","Hampshire","SP6 1EZ","http://www.burgate.hants.sch.uk","01425652039","Mr","David","Pover","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Fordingbridge","New Forest West","Rural town and fringe","E10000014",415075,115300,"","New Forest 001","New Forest 001E","","","","","Requires improvement","South-East England and South London","","100062541207","","E02004779","E01023023"
136903,"850","Hampshire","5418","The Petersfield School","Academy converter","Academies","Open","Academy Converter","01-07-2011","","","Secondary",11,16,"No boarders","Not applicable","Does not have a sixth form","Mixed","None","Does not apply","Not applicable","Non-selective",1300,"No Special Classes","18-01-2018","1354","665","689","4.1","Supported by a multi-academy trust","BOHUNT EDUCATION TRUST","-","","Not applicable","",10034158,"","Not applicable","06-02-2018","Cranford Road","","","Petersfield","Hampshire","GU32 3LU","http://www.petersfieldschool.com","01730263119","Mr","Mark","Marande","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Petersfield Causeway","East Hampshire","Urban city and town","E10000014",474460,122828,"","East Hampshire 012","East Hampshire 012C","","","","","Good","South-East England and South London","","1710031279","","E02004708","E01022622"
137037,"852","Southampton","4275","Upper Shirley High School","Academy converter","Academies","Open","Academy Converter","01-08-2011","","","Secondary",11,16,"No boarders","Not applicable","Does not have a sixth form","Mixed","None","Does not apply","Not applicable","Non-selective",750,"No Special Classes","18-01-2018","790","434","356","8.2","Supported by a multi-academy trust","HAMWIC EDUCATION TRUST","Linked to a sponsor","Hamwic Education Trust","Not applicable","",10034754,"","Not applicable","26-01-2016","Bellemoor Road","Upper Shirley","","Southampton","Hampshire","SO15 7QU","http://uppershirleyhigh.org/","02380325333","Mr","Stuart","Woods","Headmaster","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Shirley","Southampton, Test","Urban city and town","E06000045",440600,114593,"","Southampton 011","Southampton 011B","","","","","Good","South-East England and South London","","100062507653","","E02003559","E01017248"
